carID,price
89856,9.90697668998588
106581,10.022292289977088
80886,9.62338431875867
100174,9.73437012570062
81376,10.055545280155956
85391,9.21586548440651
82175,9.4768942347213
95250,9.780879970970314
85071,8.681459492286558
96210,9.832568711237823
80317,10.224554380563776
92731,10.012470523223978
107704,9.283563796132103
98302,8.973362757795295
107055,9.819398504977478
94621,10.504285721741274
91709,9.521780673764379
98193,10.477039985967844
76189,9.788691482592727
86871,9.591426618347679
102917,8.76838944226356
90923,10.280665578130378
101603,9.710802124785742
94196,10.062783434052422
85174,9.568790086524432
103370,9.315351767381149
107877,9.537997629390064
79567,9.726653588510283
90091,9.491058715528975
76169,9.567219226249227
98708,9.303534214431604
107347,10.128857453977098
89583,9.219022094054946
101591,9.496217368598533
92160,9.54650524152656
99676,9.437687050235757
85354,9.630679332484268
81900,9.420143967765693
80345,10.048055833555821
78509,10.43389566798092
100872,8.918122904325983
95087,10.163222825269068
86027,9.609347570567508
89135,9.603485052926494
80557,10.189025676796913
108092,9.532632929416629
102672,9.687239384716687
83022,8.935066514666866
78398,10.025446249509166
95889,10.271483788927675
81117,10.86188601668292
93730,9.984423939688673
101380,9.349999289805305
81772,10.196372555660362
85304,9.36859934222412
86107,8.884752965001223
88696,9.564802249063712
104350,9.845761643217775
87331,9.430702684363826
85206,9.60746600631306
107445,10.164904232391024
106539,10.254072872645974
98712,9.981275432498439
96875,9.376374290476805
108464,9.969095666950876
99890,8.978145946397044
87771,9.799404992994678
79442,9.931772887419893
84170,9.298660420576986
103045,9.468940783252899
101544,8.1849100133086
77350,9.208029294885792
89225,9.448267059856192
79565,10.803349430014748
82849,9.376012016704877
94360,10.063580850543637
103040,8.788898892896693
105101,10.612348458376465
97077,9.397761924506375
98674,9.3832866168359
93447,10.53298828477498
84951,9.739496056651696
91953,9.259994969150501
102101,8.905890307696431
92604,10.295047719696507
89010,9.271126647196757
102729,9.11823885285666
88024,9.038182608501236
104367,9.47699335516864
101230,9.216625680593294
82524,9.783447808881114
95279,10.488305126471497
106098,9.427022137175065
89749,9.121635843709766
101277,8.88462290665269
108016,10.101116083987073
81259,10.700251286351879
97434,9.924032432762163
105289,10.257231529922166
103379,9.068147176418288
78317,10.379763973839234
104166,9.800064552601492
106660,10.118387992235151
107490,9.403502615806163
90684,9.435831316819854
90032,8.869495008077731
79481,9.913249217462111
102524,8.972193496721653
100778,9.696604443164953
77810,9.476121443040487
98979,9.424139187644316
76558,9.896877547983577
94550,10.175220374121924
107246,8.745544537365518
77429,10.293498591002054
106105,9.514470215450377
105213,9.352111144299526
102747,9.386526834047435
104958,9.618796260439709
96036,9.819478732240363
92310,10.115548427942453
100837,8.750485659026705
82858,9.333628192630394
90119,9.04159034274143
77304,10.083570547955022
89011,9.353779600043444
84623,9.659727655362243
99665,10.22157706361964
100592,9.155258164952334
82623,9.269636681054672
92035,9.989759719481873
84305,9.2674807091386
92903,9.013556058156272
93398,9.939300772634242
108067,9.742660947078267
85062,9.185778385588115
81727,10.424321581635407
95637,9.180858064969508
89690,8.862227515528886
83240,9.839048640982368
89711,9.01612020952113
96945,9.252319412392282
104924,9.951336946611725
79633,9.920054205172388
89582,8.544681465719833
98080,8.913091473197058
85992,8.869150500878568
86712,9.516891688645883
105767,9.432711364965698
100590,9.208919120777683
104574,9.545663581909936
97246,9.414114300440817
78141,9.738490304807108
91590,10.273369973908416
80767,9.52828921616601
100344,9.667766584619201
88987,9.976474247313792
96479,10.049686282346242
90598,9.181161014253435
83880,9.183250717280345
86802,9.665347912226173
103078,9.656288140091654
84736,9.1250076938447
84196,8.610527387617578
102062,9.175797012396261
90110,8.943049781591949
102907,9.376898088745513
81776,10.232622478108556
102431,8.727861454955702
80442,9.566357208171535
78656,10.322580406952378
78537,10.51717031921282
102511,9.051259221186141
93612,10.038965979109236
99284,8.970491400907367
96315,9.495058324640535
94305,10.434283099310946
100636,9.156606479577434
81816,9.68418154272
100352,9.540153967083679
101476,9.409879227013839
93392,10.361482980788201
93995,10.054076731382887
94261,10.273093755864457
89117,9.681722197650588
86506,8.38418364962397
88456,9.017696547714221
84134,9.24915276449748
81088,9.344198622094282
103960,9.210500469175463
84925,9.443472178418785
97306,9.225714826911396
83752,8.976569091453902
100696,8.492313050518325
76472,9.347227549012723
101128,9.482516072630963
105932,9.576403002500943
86416,8.907506634544221
79616,10.26524447543742
83395,9.56295150857611
88734,9.368465575587887
106676,9.887675220419498
102442,9.387538940271444
88761,9.572896241638293
79708,10.108027541916968
96808,9.82387113655125
103755,8.960214659825484
86273,9.580526983632428
97635,10.216210556611887
80797,10.228073238633783
108000,9.830942193905273
95126,10.563956022216907
105187,10.09450190056345
81613,9.897690395034711
103906,8.59230228688401
105729,8.986984143421958
100637,9.567608680954335
82861,9.145129266922257
107823,9.694655942764914
85274,9.618082751339916
88926,9.546292589318806
87871,9.291763387968969
97970,8.841934769033987
98044,9.022427036359069
90277,9.194607977072843
85647,9.325050531805957
107447,9.84710257664999
79418,8.988853599013833
80383,10.243616512438983
79894,9.832892815023577
105875,8.933498870433283
86032,8.892345783291644
104423,9.575095632530498
78437,9.445518946717549
79480,9.847580126327651
89973,8.887446837454156
94007,9.95057723458578
93952,9.614385735478706
84548,8.52447859990772
97885,9.26019359118417
86571,9.228426032909141
77839,10.60387058612908
102201,8.685936617429615
98731,8.980455138891138
82395,9.909057862947353
76816,10.448814630132787
97956,8.95859917477126
86012,9.378441197474814
106393,9.97483601403999
81832,10.94286631974728
82787,9.767742592682843
103974,8.891870653553022
100725,9.36674579307166
86552,8.797439345713816
80174,9.395621802053945
99189,9.468680983352682
102543,9.526929833743484
98518,9.439126003347575
100334,9.332289371709074
92673,9.854075294299058
88008,9.340210344389696
105207,10.07346184791059
106462,10.167046733008815
106106,9.590461586524276
79705,9.902317852096132
108193,9.73000135497089
89668,8.94660057191098
86435,9.392315013410474
101281,9.354878277722639
104753,10.282573613064457
79004,9.707916095815378
89732,8.052862445039347
89201,9.430827052160366
87282,9.403102240492041
101589,9.191629343872291
87352,9.443257123891604
103388,9.185011503685022
93619,9.747820462150484
101941,8.767890624587048
106533,9.511585663813275
90018,10.023595413833394
101265,9.420199469009631
104255,10.0092486830892
80093,10.195737222275744
82433,8.878108358635762
77254,9.356992900410503
106400,10.293532566840376
79847,9.23405300482332
95735,10.182792129702138
106733,9.871805576280483
76318,9.945023460029132
95966,9.724448523863535
101690,9.186750859580755
82845,9.573109131744864
96266,10.00874762210298
104175,10.31697730397568
97347,9.406982223726681
92730,10.518616182491202
84738,9.176606976779118
102596,8.824334768280488
78356,10.342535130908086
94062,10.275885557371865
101662,8.836937200939904
81715,10.270473757910814
103046,9.306767711135413
108133,8.830420056432672
96302,9.390095047994617
83859,9.971518228678029
104815,9.693231482230486
95903,10.230937912432141
79683,9.365632880501439
88888,9.900177867055577
80529,10.145198388311261
81898,11.12027746337463
83435,9.231807376079225
80448,9.654871369069479
79241,10.467962826151293
76056,9.814033817225212
76342,9.785474959603738
